Year,Month,District,Ward,Village,Subvillage,Site.name,Waterbody,CorrectedWBName,Date,water.body_Type,Long_dimension..M.,Perp.dimension..M.,Water_level,Season,Time_in,Time_out,Snail_present,livestock_present,Snail_genus_collected,Number_of.Bulinus_collected,Number.of.Infected.snails
2021,June,Misungwi ,Kanyelele,Mwakalima,Sumbuka A,Lambo la Maneno busumabu,Lambo la Maneno,Lambo la Maneno,14-Jun-21,"Pond, Temporary",30,55,Normal,Dry,12:00,12:15,Bulinus,Feces,Bulinus,30,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Sumbuka A,Lambo la Mikola,Lambo la Mikola,Lambo la Mikola,14-Jun-21,"Pond, Temporary",36.6,65.2,Normal,Dry,13:10,13:25,"Bulinus,Lymneae and Pila","Cow,Sheep and feces",Bulinus,12,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'wakalima,Kwa Mlyomi,Lambo la Mlyomi,Lambo la Mlyomi,14-Jun-21,"Pond, Permanent",34.5,64.8,Normal,Dry,14:40,14:55,"Bulinus,Pila","Cow, Sheep,Dogs, Feces. Goats",Bulinus,24,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'oma,kwa Charles lutemenha,Lambo la Ng'wamakole(Ng'wamakomelo),Lambo la Ng'wamakole(Ng'wamakomelo),14-Jun-21,"Pond, Temporary",40,74,Normal,Dry,10:55,11:10,Bulinus,"Feces, Cow",Bulinus,1,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'wakalima,Lambo la Njegele,Lambo la Njegele,Lambo la Njegele,14-Jun-21,"Pond, Permanent",90.4,136.4,Normal,Dry,13:40,13:55,Lymneae and Pila,"Cow,Sheep",Bulinus,2,0
2021,June,Misungwi ,Mamaye,Mwalwigi,Fugamgwe,Kwa ibogo,Kisima _ Lambo la Ibogo,Kisima/Lambo la Ibogo,23-Jun-21,"Pond,Temporary",27,50,Normal,Dry,10:02,10:17,None,"Sheep,Cow,Goat and feces",None,0,0
2021,June,Misungwi ,Mamaye,Mwalwigi,Ilobelo,Shuleni,Kisima cha shuleni,Kisima cha Shuleni,23-Jun-21,"Pond,Temporary",15.7,29.7,Normal,Dry,9:16,9:31,None,Feces,None,0,0
2021,June,Misungwi ,Mamaye,Mwalwigi,Idedeng'hanya,Kwa lumaneja,Lambo la kwa Lumaneja,Lambo la kwa Lumaneja,23-Jun-21,"Pond,Temporary",11.4,16.4,Normal,Dry,10:20,10:35,"Bulinus' Lymeae, Pila",None,Bulinus,23,0
2021,June,Misungwi ,Mamaye,Mwalwigi,Fugamgwe,Kwa lukona,Lambo la Lukona,Lambo la Lukona,23-Jun-21,"Pond,Temporary",32,41,Normal,Dry,11:30,11:45,Bulinus,"Cow, Feces, Dogs,sheep and goat",Bulinus,1,0
2021,June,Misungwi ,Mamaye,Mwalwigi,Mwashimbe,Kwa Nyakasalika,lambo_kiisma Nyakasalika,Lambo.Kisma Nyakasalika,23-Jun-21,"Pond,Temporary",34,64,Normal,Dry,9:45,10:00,None,"Sheep,Cow,Goat and feces",None,0,0
2021,July,Magu,Mwamabanza,Mwamabanza,Mwamabanza,Kwa  Kisale,Kisima cha kwa kisale,Kisima cha kwa Kisale,8-Jul-21,"Pond,Temporary",2.6,4.9,Low,Dry,11:58,12:13,Bulinus,None,Bulinus,40,0
2021,July,Magu,Mwamabanza,Mwamabanza,Ntinda,Kwa Kitakung'wa,Kisima cha kwa Kitakung'wa,Kisima cha kwa Kitakung'wa,8-Jul-21,"Pond,Temporary",15,26,Low,Dry,14:05,14:20,Bulinus,None,Bulinus,85,0
2021,July,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa Lutonja,Kisima cha kwa Lutonja,Kisima cha kwa Lutonja,8-Jul-21,"Pond,Temporary",8.2,16,Low,Dry,13:00,13:15,None,None,None,0,0
2021,July,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa Makelemo,Kisima cha kwa Makelemo,Kisima cha kwa Makelemo,8-Jul-21,"Pond,Temporary",19.5,36.9,Low,Dry,13:45,14:00,Bulinus,Feces,Bulinus,56,0
2021,July,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa selelman,Kisima cha kwa Seleman,Kisima cha kwa Seleman,8-Jul-21,"Pond,Temporary",2.6,5.1,Low,Dry,13:20,13:35,"Bulinus,Pila.",None,Bulinus,21,0
2021,July,Magu,Mwamabanza,Mwamabanza,Mwamabanza,Kwa Solo,Kisima_Lambo la Solo,Kisima/Lambo la Solo,8-Jul-21,"Pond,Temporary",1.8,3.5,Low,Dry,12:16,12:31,Bulinus,None,Bulinus,4,0
2021,July,Magu,Mwamabanza,Mwamabanza,Ntinda,Kwa Masilingi,Lambo la kwa Masilingi,Lambo la kwa Masilingi,8-Jul-21,"Pond,Temporary",14,25.2,Low,Dry,15:00,15:15,"Bulinus,Pila.",None,Bulinus,32,0
2021,July,Magu,Mwamabanza,Mwamabanza,Mwamabanza,Kwa Mayungwa,Lambo la kwa Mayungwa,Lambo la kwa Mayungwa,8-Jul-21,"Pond,Temporary",4,6,Low,Dry,16:15,16:30,Bulinus,None,None,0,0
2021,July,Magu,Mwamabanza,Mwamabanza,Ntinda,Kwa Misungwi,Lambo la kwa Misungwi,Lambo la kwa Misungwi,8-Jul-21,"Pond,Temporary",16.2,27.3,Normal,Dry,14:30,14:45,Bulinus,None,Bulinus,64,0
2021,July,Magu,Mwamabanza,Mwamabanza,Ihole,Kwa Ntenga,Lambo la kwa Ntega,Lambo la kwa Ntenga,8-Jul-21,"Pond,Temporary",19,29.2,Low,Dry,15:30,15:45,"Bulinus,Pila.",Feces,Bulinus,11,0
2021,July,Magu,Mwamabanza,Mwamabanza,Bupandwa,Kwa shauli,Lambo la kwa Shauli,Lambo la kwa Shauli,8-Jul-21,"Pond,Temporary",8.3,14.1,Normal,Dry,12:40,12:55,"Bulinus,Pila.","Sheep,feces and goats",Bulinus,32,0
2021,July,Magu,Mwamabanza,Mwamabanza,Mwamabanza, kwa Solwa,Lambo la kwa Solwa,Lambo la kwa Solwa,8-Jul-21,"Pond,Temporary",1,2,Low,Dry,15:55,16:10,Bulinus,Feces,Bulinus,3,0
2021,July,Busega,Igalukilo,Mwamagigisi,Mwamkinga,Kwa solima,Kisima cha Mwamkinga,Kisima cha Mwamkinga,21-Jul-21,"Pond,Temporary",13.5,24.8,Low,Dry,15:32,15:47,None,"Feces,Cow",None,0,0
2021,July,Busega,Igalukilo,Mwamagigisi,Mwabonji,Kwa Tabu Igenge,Kisima cha Ng'wambiti,Kisima cha Ng'wambiti,21-Jul-21,"Pond,Permanent",10,15.3,Normal,Dry,16:18,16:33,Bulinus,None,Bulinus,48,0
2021,July,Busega,Igalukilo,Mwamagigisi,Nyangili,Eneo la kijiji,Lambo la Shalyanga,Lambo la Shalyanga,21-Jul-21,"Pond,Permanent",99.4,194.4,Normal,Dry,15:55,16:10,None,"Cow,Feces, Dogs.",None,0,0
2021,June,Misungwi ,Mondo,Mwamanga,Mwamanga,Lambo la Ilende,Lambo la Ilende,Lambo la Ilende,28-Jun-21,"Pond,Permanent",15,23,Normal,Dry,13:27,13:42,"Bulinus,Pila.",Feces,Bulinus,12,0
2021,June,Misungwi ,Mondo,Mwamanga,Machimbo,Lambo la Wanga,Lambo la Wanga,Lambo la Wanga,28-Jun-21,"Pond,Temporary",59,91,Normal,Dry,13:55,14:10,Bulinus,Feces,Bulinus,1,0
2021,June,Misungwi ,Mondo,Mwamanga,Misheni,Lambo la Zakhem,Lambo la Zakhem,Lambo la Zakhem,28-Jun-21,"Pond,Temporary",206,275,Normal,Dry,13:00,13:15,None,"Sheep,Cow,Goat and feces",None,0,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mwambola A,Kwa kihongola,Kisima cha Ng'washipolo,Kisima cha Ng'washipolo,20-Jun-21,"Pond,Temporary",12.5,24.5,Normal,Dry,9:46,10:01,Bulinus'Lymneae.,None,Bulinus,8,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mwambola B,Kwa Bulu Msagaje,Lambo la kwa Bulu,Lambo la kwa Bulu,20-Jun-21,"Dam, Permanent",27,46.3,Normal,Dry,10:55,11:10,None,None,None,0,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mwambola A,Lambo la Lyahanzila,Lambo la Lyahanzila,Lambo la Lyahanzila,20-Jun-21,Pond'Temporary,31,60.4,Normal,Dry,9:00,9:15,Bulinus'Lymneae.,"Cow,Feces",Bulinus,2,0
2021,June,Misungwi ,Misungwi ,Mwambola,Ng'wamanyilili,Kwa mayombya,Lambo la Mayombya,Lambo la Mayombya,20-Jun-21,"Dam, Permanent",34,57,Normal,Dry,11:30,11:45,None,"Cow, Feces,sheep and goat.",Bulinus,0,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mwambola A,Ng'wamahugija,Lambo la Ng'wamahugija,Lambo la Ng'wamahugija,20-Jun-21,"Pond,Temporary",34,63,Normal,Dry,9:22,9:37,Bulinus'Lymneae.,None,Bulinus,15,0
2021,June,Misungwi ,Misungwi ,Mwambola,Ng'wamulya,Ng'wamulya,Lambo la Ng'wamulya,Lambo la Ng'wamulya,20-Jun-21,"Pond,Temporary",42,58,Normal,Dry,12:45,13:00,Bulinus,"Cow, Feces,sheep and goat.",Bulinus,11,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mitindo,Ng'wawambula,Lambo la Ng'wawambula,Lambo la Ng'wawambula,20-Jun-21,"Pond, Permanent",11.1,18.1,Low,Dry,12:15,12:30,Lymneae,"Cow, Feces,and goat.",Bulinus,0,0
2021,June,Misungwi ,Misungwi ,Mwambola,Mwambola B,Lambo_Kisima cha Shigabo,Lambo_Kisima cha Shigabo,Lambo/Kisima cha Shigabo,20-Jun-21,"Pond,Temporary",31.7,51.7,Normal,Dry,10:25,10:40,"Bulinus, Pila, Lymneae","Cow, Sheep,goat.",Bulinus,27,0
2021,July,Magu,Buhumbi,Mwamibanga,Mwamibanga A,Kisima cha kwa Bagi,Kisima cha kwa Bagi,Kisima cha kwa Bagi,14-Jul-21,"Pond,Temporary",11.5,22.5,Normal,Dry,13:10,13:25,Bulinus,None,Bulinus,121,0
2021,July,Magu,Buhumbi,Mwamibanga,Iseni,Kisima cha kwa Sinzo,Kisima cha kwa Sinzo,Kisima cha kwa Sinzo,14-Jul-21,"Pond,Temporary",9,14,Low,Dry,14:30,14:45,None,None,None,0,0
2021,July,Magu,Buhumbi,Mwamibanga,Iseni,Kisima kwa Ntungwa,Kisima kwa Ntungwa,Kisima kwa Ntungwa,14-Jul-21,"Pond,Temporary",14,25,Normal,Dry,14:00,14:15,None,None,None,0,0
2021,July,Magu,Buhumbi,Mwamibanga,Mwamibanga A,Lambo la Lung'wecha,Lambo la Lung'wecha,Lambo la Lung'wecha,14-Jul-21,"Pond,Temporary",7.9,13.6,Normal,Dry,13:30,13:45,Bulinus,Feces,Bulinus,104,0
2021,July,Busega,Shigala,Mwamugoba,Dulasi,Lambo la Bukombe,Lambo la Bukombe,Lambo la Bukombe,26-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Shigala,Mwamugoba,Mwabuchuma,Lambo la Mathiasi,Lambo la Mathiasi,Lambo la Mathiasi,26-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Kishapu,Mondo,Mwigumbi,Mwabayanda,Bwawa la mhumbu,Bwawa la mhumbu,Bwawa la Mhumbu,28-Jul-21,"Dam,permanent",2540,4180,Normal,Dry,10:40,11:10,Melanoides,Feces,None,0,0
2021,July,Kishapu,Mondo,Mwigumbi,Bulahu,Lambo la kwa weja site 1,Lambo la kwa weja site 1,Lambo la kwa Weja Site 1,28-Jul-21,"Pond, temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Kishapu,Mondo,Mwigumbi,Bulahu,Lambo la kwa weja site 2,Lambo la kwa weja site 2,Lambo la kwa Weja Site 2,28-Jul-21,"Pond, temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,June,Misungwi ,Igokelo,Nange ,Itende,Kwa Mwela site 2,Kisima cha Mwela,Kisima cha Mwela,16-Jun-21,"pond, permanent",16,27.6,Normal,Dry,9:30,9:45,Bulinus,None,Bulinus,63,0
2021,June,Misungwi ,Igokelo,Nange ,Sanjo,Kwa Mwamagubo,Lambio la Mwamagubo,Lambio la Mwamagubo,16-Jun-21,"Pond, Temporary",45.2,67.6,Normal,Dry,10:40,10:55,Bulinus,"Cow, Sheep, Feces, Dogs and Goats",Bulinus,21,0
2021,June,Misungwi ,Igokelo,Nange ,Mbashi,Lambo la TASAF,Lambio la TASAF,Lambio la TASAF,16-Jun-21,"Dam, Permanent",89.3,161.7,Normal,Dry,11:45,12:00,None,"Cow, Sheep, Feces, Dogs and Goats",None,0,0
2021,June,Misungwi ,Igokelo,Nange ,Sanjo,Kwa Mtemi,Lambo la Mtemi,Lambo la Mtemi,16-Jun-21,"Pond, Temporary",51,92.2,Normal,Dry,11:15,11:30,"Bulinus,Lymneae","Cow, sheep, feces, Dogs and Goats",Bulinus,13,0
2021,July,Misungwi ,Shilalo,Ng'obo,Kisesa,Kwa Longo,Kisima cha Longo,Kisima cha Longo,1-Jul-21,"Pond,Temporary",19.3,11.3,Low,Dry,14:35,14:50,Bulinus,Feces,Bulinus,61,1
2021,July,Misungwi ,Shilalo,Ng'obo,Ng'obo,Kwa Peter masele,Kisima cha Peter masele,Kisima cha Peter Masele,1-Jul-21,"Pond,Permanent",34,57.6,Normal,Dry,12:15,12:30,Bulinus and Pila,"Cow, Sheep,Feces, Goats.",Bulinus,99,4
2021,July,Misungwi ,Shilalo,Ng'obo,Ng'obo,Kwa Budula,Lambo la Budula,Lambo la Budula,1-Jul-21,"Pond,Permanent",8,14,Normal,Dry,12:50,13:05,Bulinus,"Cow, Sheep,Feces, Goats.",Bulinus,3,0
2021,July,Misungwi ,Shilalo,Ng'obo,Mwanzuki,Kwa dome,Lambo la Dome,Lambo la Dome,1-Jul-21,"Pond,Permanent",53.4,76.1,Normal,Dry,14:09,14:24,"Bulinus,Lymneae.",Feces,Bulinus,26,0
2021,July,Misungwi ,Shilalo,Ng'obo,Kisesa,Kwa jumba Madaha,Lambo la jumba Madaha,Lambo la Jumba Madaha,1-Jul-21,"Pond,Permanent",63.4,98.4,Normal,Dry,14:55,15:10,None,Feces,None,0,0
2021,July,Misungwi ,Shilalo,Ng'obo,Mwanzuki,Kwa mabula,Lambo la mabula,Lambo la Mabula,1-Jul-21,"Pond,Permanent",75,89,Normal,Dry,13:10,13:25,Bulinus,Feces & Cow,Bulinus,33,2
2021,July,Misungwi ,Shilalo,Ng'obo,Mwanzuki,Kwa Ng'wanamaguha,Lambo la Ng'wanamaguha,Lambo la Ng'wanamaguha,1-Jul-21,"Pond,Permanent",69,91,Normal,Dry,13:50,14:05,None,"Cow, Sheep,Feces, Goats.",None,0,0
2021,July,Misungwi ,Shilalo,Ng'obo,Kisesa,Kwa Njongo maeke,Lambo la Njongo maeka,Lambo la Njongo Maeka,1-Jul-21,"Pond,Permanent",59,88,Normal,Dry,15:20,15:35,"Bulinus,Lymneae.","Cow, Feces, Goats.",Bulinus,8,0
2021,June,Misungwi ,Igokelo,Ng'ombe,Nyangaka,Kwa Lutonja,Kisima cha Lutoja,Kisima cha Lutoja,9-Jun-21,"Pond, Permanent",17.2,20.3,Normal,Dry,13:45,14:00,"Lymneae, Pila",None,None,0,0
2021,June,Misungwi ,Igokelo,Ng'ombe,Nyangaka,Kwa Mtoni,Lambo kwa Mtoni,Lambo kwa Mtoni,9-Jun-21,"Pond, temporary",29.1,56.1,Normal,Dry,14:06,14:21,"Bulinus, Pila, Lymneae","Cow, Sheep,Dogs, Feces. Goats",Bulinus,4,0
2021,June,Misungwi ,Igokelo,Ng'ombe,Nyamatala,Lambo la Ng'wamagobeko,Lambo la Ng'wamagobeko,Lambo la Ng'wamagobeko,9-Jun-21,"Pond, Permanent",52.3,79.7,Normal,Dry,15:10,15:25,None,"Cow, Sheep,Dogs, Feces. Goats",None,0,0
2021,June,Misungwi ,Igokelo,Ng'ombe,Ng'ombe,Lambo la Ng'wanjemu,Lambo la Ng'wanjemu,Lambo la Ng'wanjemu,9-Jun-21,"Pond, Permanent",34.3,63.3,Normal,Dry,14:38,14:53,"Bulinus, Pila, Lymneae","Cow, Sheep,Dogs, Feces. Goats",Bulinus,11,0
2021,June,Misungwi ,Igokelo,Ng'ombe,Nyangaka,Kwa Ng'wangili,Lambola kwa Ng'wangili,Lambola kwa Ng'wangili,9-Jun-21,"Pond, temporary",44.3,87,Normal,Dry,13:21,13:36,"Bulinus, Lymneae","Cow, Fece, Goat.",Bulinus,3,0
2021,July,Busega,Mkula,Ng'wanhale,Madukani,Kisima cha Samweli Mahangila ,Kisima cha Samweli Mahangila ,Kisima cha Samweli Mahangila,20-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Busega,Mkula,Ng'wanhale,Mwabasabi,Lambo la Mwabasabi,Lambo la Mwabasabi,Lambo la Mwabasabi,20-Jul-21,"Pond,Temporary",11,12.3,Low,Dry,14:20,14:35,Bulinus,Feces,Bulinus,21,8
2021,July,Busega,Ngasamo,Ngasamo,Isadukilo,Kisima Cha Sita Gidion,Kisima Cha Sita Gidion,Kisima cha Sita Gidion,20-Jul-21,"Pond,Permanent",_,_,Dry,Dry,_,None,None,None,None,0,0
2021,July,Busega,Ngasamo,Ngasamo,Isadukilo,Kisima cha Tito,Kisima cha Tito,Kisima cha Tito,20-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Ngasamo,Ngasamo,Isadukilo,Kisima_Lambo la Shilikale,Kisima_Lambo la Shilikale,Kisima/Lambo la Shilikale,20-Jul-21,"Pond,Permanent",9.6,16,Normal,Dry,17:05,17:20,None,None,None,0,0
2021,June,Misungwi ,Bulemeji,Ngudama,Bujingwa,Kwa Mhana,Kisima cha Garani,Kisima cha Garani,15-Jun-21,"Pond, Temporary",31.1,58.5,Normal,Dry,13:27,13:42,"Bulinus, Pila ",None,Bulinus,1,0
2021,June,Misungwi ,Bulemeji,Ngudama,Ng'wanzela,Kwa suluba,Kisima cha Madaha,Kisima cha Madaha,15-Jun-21,"Pond, Temporary",8.3,14.3,Normal,Dry,14:15,14:30,"Bulinus, Pila.",None,Bulinus,100,0
2021,June,Misungwi ,Bulemeji,Ngudama,Ngudama,Kwa Ng'ogashinge,Kisima cha Mbiti,Kisima cha Mbiti,15-Jun-21,"Pond, Temporary",12,19,Normal,Dry,13:58,14:13,"Bulinus, Pila.",None,Bulinus,59,0
2021,June,Misungwi ,Bulemeji,Ngudama,Ibelambasa,Kwa Lunyilija Nzila,Kisima cha Ng'wamhabi,Kisima cha Ng'wamhabi,15-Jun-21,"Pond, Temporary",37.8,68.8,Normal,Dry,15:40,15:55,Biomphalia,"Cow, feces",None,0,0
2021,June,Misungwi ,Bulemeji,Ngudama,Bujingwa,Kwa Felician Shingashinga,Kisima cha Ng'wandomele Kaswahili,Kisima cha Ng'wandomele Kaswahili,15-Jun-21,"Pond, Temporary",28.5,49.1,Normal,Dry,11:20,11:35,"Bulinus,Pila.",Feces,Bulinus,97,1
2021,June,Misungwi ,Bulemeji,Ngudama,Bujingwa,Kwa Mhana Kitogwa,Kisima cha Nkando,Kisima cha Nkando,15-Jun-21,"Pond, Temporary",10.8,16.8,Normal,Dry,12:35,12:50,Bulinus,None,Bulinus,12,0
2021,June,Misungwi ,Bulemeji,Ngudama,Bujingwa,Kwa Mhana,Lambo la Mhana,Lambo la Mhana,15-Jun-21,"Pond, Temporary",25,36.2,Normal,Dry,13:05,13:20,"Bulinus, Pila ","Feces, Cow, Goat",Bulinus,50,0
2021,June,Misungwi ,Bulemeji,Ngudama,Ibelambasa,Kwa Seya Mlele,Lambo la Ng'wamhabi,Lambo la Ng'wamhabi,15-Jun-21,"Pond, Temporary",16.9,32.6,Normal,Dry,12:00,12:15,"Bulinus, Pila.",Feces,Bulinus,3,0
2021,June,Misungwi ,Bulemeji,Ngudama,Ibelambasa,Kwa Felician Shingashinga,Lambo la Ng'wandomele Kaswahili,Lambo la Ng'wandomele Kaswahili,15-Jun-21,"Pond, Temporary",12.1,22.5,Normal,Dry,11:40,11:55,"Bulinus, Pila",Feces,Bulinus,87,0
2021,June,Misungwi ,Mondo,Ntulya,Bugolo,Kwa Nyanda Yanyechecha,Kisima cha Nyanda yanyecha,Kisima cha Nyanda Yanyecha,24-Jun-21,"Pond,Permanent",8.5,15.5,Normal,Dry,13:47,14:02,None,None,None,0,0
2021,June,Misungwi ,Mondo,Ntulya,Bugolo,Kwa Elias Katwiga,Lambo la idubya,Lambo la Idubya,24-Jun-21,"Pond,Temporary",35,65,Normal,Dry,12:18,12:33,Bulinus,"Sheep,Cow,Goat and feces",Bulinus,15,0
2021,June,Misungwi ,Mondo,Ntulya,Bugolo,Kwa Mzee Kasiibu Mpuya,Lambo la Kwa Mzee Kasibu Mpuya,Lambo la Mzee Kasibu Mpuya,24-Jun-21,"Pond,Permanent",26,45,Normal,Dry,12:40,12:50,None, Feces.,None,0,0
2021,June,Misungwi ,Mondo,Ntulya,Ipandwa,Kwa  Lyaja Mbuzunga,Lambo la Lyaja Mbuzunga,Lambo la Lyaja Mbuzunga,24-Jun-21,"Pond,Permanent",26.4,36.1,Normal,Dry,11:30,11:45,Bulinus,"Cow, Feces and goat",Bulinus,56,0
2021,June,Misungwi ,Mondo,Ntulya,Ipandwa,Kwa Kawenga Kamuli,Lambo la Nkola,Lambo la Nkola,24-Jun-21,"Pond,Permanent",32.7,54.9,Normal,Dry,10:55,11:10,Bulinus ,"Sheep,Cow,Goat and feces",Bulinus,41,0
2021,June,Misungwi ,Mondo,Ntulya,Bugolo,Kwa  Paulo Nghong'o,Lambo la Paulo Nghong'o,Lambo la Paulo Nghong'o,24-Jun-21,"Pond,Permanent",12.5,21.5,Normal,Dry,13:05,13:20,Bulinus,Feces,Bulinus,102,0
2021,June,Misungwi ,Mondo,Ntulya,Ntulya,Bustanini kwa Kefa,Mto Chanzo,Mto Chanzo,24-Jun-21,"River,Permanent",_,__,Normal,Dry,10:00,10:15,Bulinus,"Cow, Sheep, Goats.",Bulinus,1,0
2021,July,Busega,Nyaluhande,Nyaluhande,Nyabihale,Kwa Mwana Mafayo,Kisima cha Mwamalongo,Kisima cha Mwamalongo,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Nyaluhande,Nyaluhande,Mwanoni,Kwa Fimbo Madirisha,Kisima Ng'walenga,Kisima Ng'walenga,17-Jul-21,"Pond,Permanent",14.8,22.6,Low,Dry,10:45,11:00,Bulinus,None,Bulinus,8,0
2021,July,Busega,Nyaluhande,Nyaluhande,Nyabihale,Kwa Mwana Mafayo,Lambo la Mwamalongo,Lambo la Mwamalongo,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,feces,None,0,0
2021,July,Busega,Nyaluhande,Nyaluhande,Mwanoni,Kwa Magua Malashi,Lambo la Ng'wanoni,Lambo la Ng'wanoni,17-Jul-21,"Pond, Temporary",25,45,Low,Dry,10:15,10:30,None,"Cow, Feces.",None,0,0
2021,July,Busega,Nyaluhande,Nyaluhande,Nyasubi,Shuleni,Lambo la Shule,Lambo la Shule,17-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,June,Sengerema,Busisi,Nyamasale,Mabondeni,Kwa Lubinza Budelele,Kisima cha Lubinza Budelele,Kisima cha Lubinza Budelele,29-Jun-21,"Pond,Permanent",7,12,Normal,Dry,15:55,16:10,Bulinus,Feces,Bulinus,7,0
2021,June,Sengerema,Busisi,Nyamasale,Itoba,Kwa Malole Budelele,Kisima cha Malole Budelel site 1,Kisima cha Malole Budelel Site 1,29-Jun-21,"Pond,Permanet",12,20.8,Normal,Dry,16:30,16:45,None,Feces,None,0,0
2021,June,Sengerema,Busisi,Nyamasale,Dodoma,Kwa Ngologolo,Kisima kwa Ngologolo,Kisima kwa Ngologolo,29-Jun-21,"Pond, Permanent",8,13,Normal,Dry,15:30,15:45,Bulinus,Feces,Bulinus,74,0
2021,June,Sengerema,Busisi,Nyamasale,Itoba,Kwa Malole Budelele,Kisima_lambo la Malole Budelel Site 2,Kisima/Lambo la Malole Budelel Site 2,29-Jun-21,"Pond,Temporary",35.5,53.5,Normal,Dry,16:50,17:05,None,Cow and feces,None,0,0
2021,July,Busega,Shigala ,Nyamatembe,sakabai,kisima cha sima mayala,kisima cha sima mayala,Kisima cha Sima Mayala,27-Jul-21,"Pond,Temporary",15.5,26.5,Normal,Dry,12:52,13:07,Bulinus,None,Bulinus,3,0
2021,July,Busega,Shigala ,Nyamatembe,Inora magembe,lambo la apolinari,lambo la apolinari,Lambo la Apolinari,27-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Shigala ,Nyamatembe,Nyamigamba,lambo la john ndugwa,lambo la john ndugwa,Lambo la John Ndugwa,27-Jul-21,"Pond,Temporary",15,20.8,Low,Dry,13:20,13:35,None,Feces,None,0,0
2021,July,Busega,Shigala ,Nyamatembe,sakabai,lambo la nzagamba,lambo la nzagamba,Lambo la Nzagamba,27-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,June,Misungwi ,Ukirigulu,Nyamikoma,Nyamikoma A,Kwa Wishi,Kisima cha Wishi,Kisima cha Wishi,28-Jun-21,"Pond,Temporary",20.3,28.3,Normal,Dry,16:36,16:51,"Bulinus' Lymeae, Pila",None,Bulinus,23,0
2021,June,Misungwi ,Ukirigulu,Nyamikoma,Nyamanji,Kwa Hilindi,Kisima cja Hilindi,Kisima Cha Hilindi,28-Jun-21,"Pond,Permanent",13.1,23.1,Normal,Dry,17:00,17:15,"Bulinus, Pila.",None,Bulinus,21,0
2021,July,Sengerema,Kasungamile,Nyamililo,Nyachanda,Kwa igogo,Kisima cha Igogo,Kisima cha Igogo,6-Jul-21,"Pond,permanent",9.4,14.8,Normal,Dry,13:40,13:55,"Lymnaeae, Pila",Feces,None,0,0
2021,July,Sengerema,Kasungamile,Nyamililo,Bulunga A,Dotto Philipo,Kisima cha kwa Buta,Kisima cha kwa Buta,6-Jul-21,"Pond,Temporary",6.6,11.9,Normal,Dry,13:00,13:15,"Bulinus,  Pila",None,Bulinus,45,0
2021,July,Sengerema,Kasungamile,Nyamililo,Kati,kwa Njimba,Lambo la Kwa Njimba,Lambo la kwa Njimba,6-Jul-21,"Pond,permanent",11.1,17.1,Normal,Dry,14:05,14:20,"Lymnaeae, Pila",None,None,0,0
2021,July,Sengerema,Kasungamile,Nyamililo,Bulunga A,Temagila Myangala,Lambo_mtoni kwa Msonga,Lambo/Mtoni kwa Msonga,6-Jul-21,"Pond,Temporary",23.3,41.6,Normal,Dry,12:20,12:35,"Bulinus, Lymnaeae",Feces,Bulinus,2,0
2021,July,Magu,Sukuma,Nyang'hanga,Ng'wamalangahe,Kwa John Kayoka,Kisima cha John Kayoka,Kisima cha John Kayoka,15-Jul-21,"Pond,Temporary",8.9,12.7,Low,Dry,12:27,12:42,Bulinus,None,Bulinus,9,0
2021,July,Magu,Sukuma,Nyang'hanga,Nyasho,Kwa yulisi mbandi,Kisima cha Ng'wambata,Kisima cha Ng'wambata,15-Jul-21,"Pond,Temporary",16.6,24.6,Normal,Dry,13:26,13:41,Bulinus,None,Bulinus,111,0
